ID,Title,URL,Saved Time
33498,"Limelight Online Clothing Store! Women, Men Accessories – Limelightpk",https://www.limelight.pk/,08-07-2026 23:31:23
33497,,https://www.bing.com/ck/a?!&&p=d56ff80da827ecc746da0668b5b177075feabb53f31161c7b7d1103639f77f55JmltdHM9MTc4MzU1NTIwMA&ptn=3&ver=2&hsh=4&fclid=1efedb54-5256-6536-39ad-ce5253046441&psq=limelight+clothing&u=a1aHR0cHM6Ly93d3cubGltZWxpZ2h0LnBrLw&ntb=1,08-07-2026 23:31:23
33496,limelight clothing - Search,https://www.bing.com/search?qs=LS&pq=lime&sk=CSYN1AS2&sc=15-4&pglt=43&q=limelight+clothing&cvid=39cce69a20824777b85fb3a184c04789&gs_lcrp=EgRlZGdlKgYIAxAAGEAyBggAEEUYOTIGCAEQLhhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQLhhAMgYICBAAGEAyCAgJEOkHGPxV0gEINTQ4N2owajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,08-07-2026 23:30:47
33495,aw===google cloud\ - Search,https://www.bing.com/search?pglt=43&q=aw%3D%3D%3Dgoogle+cloud%5C&cvid=3bf66f0d911a47018ec76638cc98a553&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEAyCAgJEOkHGPxV0gEINzE5MWowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,08-07-2026 23:19:44
33494,duolingo - Search,https://www.bing.com/search?pglt=43&q=duolingo&cvid=f36d594646ab4b869cb1b9099a217f78&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIICAEQ6QcY_FXSAQg0ODQwajBqN6gCALACAA&FORM=ANNAB1&PC=UCPDDB,08-07-2026 23:19:44
33493,Python logging libraries,https://chatgpt.com/c/6a4f41b8-f294-83ee-98ef-953d9bffa78b,08-07-2026 23:01:51
33492,ChatGPT,https://chatgpt.com/c/6a4b618c-e1ac-83ee-ac27-1dd39bb39758,08-07-2026 23:01:51
33491,github - Search,https://www.bing.com/search?filters=ufn%3a%22GitHub%22+sid%3a%228528e02f-4774-a8d4-b753-b2f78720cba3%22&asbe=HS&qs=MB&pq=gi&sk=CSYN1&sc=16-2&pglt=43&q=github&cvid=b68389e35b73402badcca94f9c03a210&gs_lcrp=EgRlZGdlKgYIARAuGEAyCQgAEEUYPBj5BzIGCAEQLhhAMgYIAhBFGDkyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEEUYPTIGCAcQRRg8MgYICBBFGDwyCAgJEOkHGPxV0gEINTg5NWowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB&ntref=1,08-07-2026 23:01:51
33490,github - Search,https://www.bing.com/search?filters=ufn%3a%22GitHub%22+sid%3a%228528e02f-4774-a8d4-b753-b2f78720cba3%22&asbe=HS&qs=MB&pq=gi&sk=CSYN1&sc=16-2&pglt=43&q=github&cvid=b68389e35b73402badcca94f9c03a210&gs_lcrp=EgRlZGdlKgYIARAuGEAyCQgAEEUYPBj5BzIGCAEQLhhAMgYIAhBFGDkyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEEUYPTIGCAcQRRg8MgYICBBFGDwyCAgJEOkHGPxV0gEINTg5NWowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,08-07-2026 23:01:51
33489,sapphire - Search,https://www.bing.com/?form=SPHPRE1&bbtnserp=1&bbtnfrm=ANNAB1,08-07-2026 23:01:51
33488,MANAHIL-MALIK215/BrowserHistoryUtility,https://github.com/MANAHIL-MALIK215/BrowserHistoryUtility/tree/main,08-07-2026 23:01:51
33487,New File at / · MANAHIL-MALIK215/BrowserHistoryUtility,https://github.com/MANAHIL-MALIK215/BrowserHistoryUtility/new/main?filename=README.md,08-07-2026 23:01:51
33486,,http://127.0.0.1:52679/?code=7a36a320f22ac519426b&state=5ad63b971c634598a76b336c9ebd1248,08-07-2026 23:01:51
33485,,https://github.com/login/oauth/authorize?response_type=code&client_id=0120e057bd645470c1ed&state=5ad63b971c634598a76b336c9ebd1248&code_challenge_method=S256&code_challenge=wqcYYkSwdLDXdxsnRqUsanSMcG2GgZRYaYmXee3t47I&redirect_uri=http%3a%2f%2f127.0.0.1%3a52679%2f&scope=repo+gist+workflow,08-07-2026 23:01:51
33484,,http://127.0.0.1:52655/?code=85acb2527c8ff0d32df7&state=3b220b3dc7ad4e3f8694e5b3dbe7effa,08-07-2026 23:01:51
33483,OAuth application authorized,https://github.com/login/oauth/authorize,08-07-2026 23:01:51
33482,Authorize application,https://github.com/login/oauth/authorize?response_type=code&client_id=0120e057bd645470c1ed&state=3b220b3dc7ad4e3f8694e5b3dbe7effa&code_challenge_method=S256&code_challenge=MYIhDYtfW9dkJHjJHz_vQYvOJn3Yl0dtWa2tB2yNGj8&redirect_uri=http%3a%2f%2f127.0.0.1%3a52655%2f&scope=repo+gist+workflow,08-07-2026 23:01:51
33481,MANAHIL-MALIK215,https://github.com/MANAHIL-MALIK215,08-07-2026 23:01:51
33480,Project files not showing after push - Claude,https://claude.ai/chat/6f60236e-0348-43cf-be86-3af63caeb009,08-07-2026 23:01:51
33479,Push from VS to GitHub,https://chatgpt.com/c/6a4df5ce-8cb8-83ee-814d-b43180038eab,08-07-2026 23:01:51
33478,,https://www.bing.com/ck/a?!&&p=018fced9ae08c3a751a33b389ec6dbe1bf3ec139a4e4528230d285a04d1bba73JmltdHM9MTc4MzQ2ODgwMA&ptn=3&ver=2&hsh=4&fclid=1efedb54-5256-6536-39ad-ce5253046441&psq=github&u=a1aHR0cHM6Ly9naXRodWIuY29tL2xvZ2lu&ntb=1,08-07-2026 23:01:51
33477,github - Search,https://www.bing.com/search?filters=ufn%3a%22GitHub%22+sid%3a%228528e02f-4774-a8d4-b753-b2f78720cba3%22&asbe=HS&qs=MB&pq=gi&sk=CSYN1&sc=16-2&pglt=43&q=github&cvid=fd45ba66a4be4b5c87ff42c7b5e60784&gs_lcrp=EgRlZGdlKgYIARAuGEAyCQgAEEUYPBj5BzIGCAEQLhhAMgYIAhBFGDkyBggDEAAYQDIGCAQQABhAMgYIBRBFGD0yBggGEEUYPTIGCAcQRRg8MgYICBBFGDwyCAgJEOkHGPxV0gEIMjE4NWowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,08-07-2026 23:01:51
33476,Logout,https://github.com/logout,08-07-2026 23:01:51
33475,MANAHIL-MALIK215/BrowserHistoryUtility,https://github.com/MANAHIL-MALIK215/BrowserHistoryUtility,08-07-2026 23:01:51
33474,New repository,https://github.com/new,08-07-2026 23:01:51
33473,yahoo finance - Search,https://www.bing.com/search?filters=ufn%3a%22Yahoo+Finance%22+sid%3a%221cb8ca46-c867-a19a-b118-0f594a12fafe%22&asbe=AS&qs=MB&pq=yah&sk=CSYN1AS2&sc=16-3&pglt=43&q=yahoo+finance&cvid=fc9e1870fb0645d39280566d43bad01f&gs_lcrp=EgRlZGdlKgYIAxAuGEAyBggAEEUYOTIGCAEQLhhAMgYIAhAuGEAyBggDEC4YQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEAyCAgJEOkHGPxV0gEIMjA3OWowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,07-07-2026 22:32:14
33472,ethnic - Search,https://www.bing.com/search?qs=AS&pq=ethn&sk=CSYN1&sc=15-4&pglt=43&q=ethnic&cvid=c93be6fb5ea24e62938648ee6278ac6d&gs_lcrp=EgRlZGdlKgYIABAAGEAyBggAEAAYQDIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEAyCAgJEOkHGPxV0gEIMTQ1N2owajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,07-07-2026 22:25:03
33471,sapphire - Search,https://www.bing.com/search?qs=AS&pq=sapphi&sk=CSYN1&sc=16-6&pglt=43&q=sapphire&cvid=a2a8d39b7b084085aaa2a5c28d0ddbc7&gs_lcrp=EgRlZGdlKgYIABAAGEAyBggAEAAYQDIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEAyCAgJEOkHGPxV0gEIMTUyOGowajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,07-07-2026 22:25:03
33470,github - Search,https://www.bing.com/search?pglt=43&q=github&cvid=7b75f8cc6a0949cf83abf6589c500f4c&gs_lcrp=EgRlZGdlKgYIABBFGDsyBggAEEUYOzIGCAEQABhAMgYIAhAAGEAyBggDEC4YQDIGCAQQRRg8MgYIBRBFGDwyBggGEEUYPDIGCAcQRRg8MgYICBBFGDwyCAgJEOkHGPxV0gEIMTMwM2owajeoAgCwAgA&FORM=ANNAB1&PC=UCPDDB,07-07-2026 22:17:13
